,0-OnTrain,1-OnTrain,2-OnTrain,3-OnTrain,4-OnTrain,5-OnTrain,K-Means
95,-0.010868538,-0.00250872,0.023517202999999997,-0.010300037,0.041975255999999996,-0.034526743,0
96,-0.015582415,0.022532713,-0.07996379599999999,-0.051235177,-0.030375244,0.030509124,3
97,-0.025699938,-0.008647704,0.0291171,0.02031278,0.027873991,-0.05976123,0
98,-0.010609087,0.024486097999999998,-0.06355567,0.03667584,0.011004812,0.000670483,3
99,0.045403924000000005,0.041740444,-0.024349477,0.03782426,0.04074623,-0.040107224,2
100,0.023469571,0.013021061,0.06988217,0.024854861000000002,0.014054826000000001,0.0034177009999999996,1
101,-0.005098966,0.021609135,0.003425948,0.046902437000000005,0.04695973,0.003012206,0
102,-0.039976798,0.020367268,-0.024295459,-0.025825387,-0.00111233,-0.016433993,2
103,-0.02555512,-0.012452066000000001,0.010491331999999999,-0.00368753,0.014602826000000001,-0.059118457,2
104,-0.022025587000000003,0.0054383999999999995,-0.019801185,-0.015221236,0.020908976,-0.031485666,2
105,-0.009590857,-0.012573705,0.008317653000000001,0.008097697,-0.002686195,0.01723767,4
106,-0.002245879,-0.03996244,0.020187868,0.009589398,0.024830414,-0.06468058,0
107,0.047483303,0.040337037,-0.008372797,-0.04278665,-0.014031711,0.024499053,5
108,0.036317293,0.012094906,0.039342534,-0.015315752,0.007489089,0.056049332,1
109,0.026052374,0.009171748,0.02105104,-0.012742535,-0.014267472,0.052661926,5
110,0.014589659,0.03133743,0.05569406,0.027571185,0.047100347,-0.007097505,1
111,0.023607952999999997,0.013008536999999999,-0.0017799729999999998,-0.027426185,-0.034778199999999995,0.0572241,5
112,-0.009179151,-0.013269986999999999,-0.06773181,0.013162208,-0.0050019109999999995,0.008070367,3
113,0.041708603999999996,0.06807762,-0.03141901,-0.006866963,-0.005672015,0.040075175,3
114,-0.00036322599999999997,0.0075806269999999995,0.00633122,-0.007352113,-0.017908502,0.060060407999999996,5
115,-0.032256465,-0.006437053000000001,-0.06532619,-0.039264362000000004,-0.03862817,0.00961014,3
116,-0.010167195,0.00336228,-0.019845325,-0.02264026,-0.004584598,-0.051324077,2
117,-0.019283399,-0.037061553,0.033631437,0.06842072,0.034457184,-0.045820244,0
118,0.001651524,0.02345661,0.060650244000000006,0.005196065,0.033713706,-0.003553853,1
119,-0.008392138,0.01384489,-0.01151547,4.74e-05,0.014790744,-0.05575497,2
120,0.03312046,0.011962345,0.05972118,0.023318995,0.038048536,0.021454857999999997,1
121,0.010799005,0.014228847,0.005778728,-0.024828529,-0.024846585,0.06919653,5
122,-0.027015228,0.0063355569999999995,0.028116459,0.044800643,-0.001414406,-0.028947668,0
123,-0.026111602999999997,0.023897712999999998,0.003948697,0.040518526,0.019039396,-0.022059835,2
124,-0.050213493,-0.014133098,0.029382471,0.011337433999999999,0.00937656,-0.044957977,0
125,0.008040668,0.024570676,-0.019645719,0.03275999,-0.011062115,-0.021033577999999997,2
126,0.023575736,-0.007445378000000001,0.017301964,-0.012790941,-0.00357115,0.05306788,5
127,0.001069892,-0.018570373,-0.011827963,-0.017698249,-0.025970893,0.017473,4
128,-0.007071674,0.008393678,-0.028704927999999998,-0.005001285,0.031039912000000003,-0.049699402999999996,2
129,-0.012580849,0.00332007,-0.016748821,-0.00913873,-0.05001935,0.026732689,5
130,-0.005194385,0.004964275,0.009376921,0.045799375,-0.002300345,-0.010582846000000002,0
131,0.026679056,-0.005799286,0.013866042,0.012201466999999999,0.020876026000000002,0.040738896000000004,1
132,0.011319236000000002,0.06315425,-0.032016907000000004,0.017813386,0.011495097,-0.02962229,2
133,-0.014121656000000002,-0.042301342,0.018312538,0.030996662999999997,-0.002854121,0.020207044,4
134,0.010647051999999999,-0.009666863000000001,0.005819471,-0.01304455,-0.03342588,0.044740367999999996,5
135,-0.005008334000000001,0.052838236,0.014201416000000001,-0.042109553,-0.025677687,0.016722038,5
136,-0.024207726000000002,-0.000505128,-0.007239608000000001,-0.026955042000000002,0.006838685,-0.044007156,2
137,-0.0107694,0.017466575,-0.0009256830000000001,-0.06473584,-0.016409121000000002,0.010440659,5
138,-0.03035931,0.002874897,0.008457949000000001,0.028524402999999997,0.015339406000000002,-0.057258535,2
139,-0.05669672,-0.041175418,-0.037572287,-0.03302061,-0.03334919,-0.0034299879999999997,4
140,-0.005013513,-0.06756084400000001,0.025919054,0.060454175,0.021444706,-0.054811373,0
141,0.018798938,0.003485925,0.005713493,-0.0040292290000000005,-0.002341528,0.058841955,5
142,-0.025774177000000002,0.028698657000000002,-0.06344711,-0.02002048,-0.011407931999999999,-0.023400754,3
143,-0.020269524,0.01891705,-0.001881509,0.02774607,0.025149262000000002,-0.051166665,2
144,0.014086936000000001,-0.02372066,0.004265426,-0.00875574,-0.03228091,0.03078015,5
145,0.013005855,-0.059030924000000005,0.034568794,0.032367482999999996,0.010193284,-0.007762946,0
146,0.033488683,0.002776075,-0.009198035,-0.02311718,-0.013622255,0.04863483,5
147,-0.008302676,0.020645082,-0.02083466,0.0255768,0.028429324,-0.058513362,2
148,0.024009096,-0.024257973,0.017781015,0.004597357,0.007193439,0.032885566,1
149,-0.0036858290000000003,0.04832014,0.002696925,-0.057568952,0.004352086,0.06474159,5
150,0.017856017,0.03610287,0.005266831,0.016058665,0.019065011,-0.030709592999999997,2
151,0.03572746,0.0832465,-0.09475747,-0.03112957,-0.001241582,0.055492732999999995,3
152,-0.020613594,-0.046910144,0.04291347400000001,-0.001387147,-0.012882208999999999,0.026941232000000002,4
153,-0.052324187,-0.007291301,-0.043113954,-0.008466757,0.0014812620000000001,-0.041033626000000004,2
154,-0.007831682,0.007324776,0.053098504000000005,0.013949092,0.025654705,-0.03921521,0
155,0.029836074,0.02377985,0.001595291,-0.026322879,-0.016803622,0.067238174,5
156,0.001822887,-0.020398416000000003,-0.044805124,-0.010721896000000002,-0.02506857,0.0053740409999999995,4
157,0.013327124,-0.009108976,-0.028326257999999997,-0.024328861,-0.015058472,0.04858901,5
158,-0.008935153000000001,0.038703293,-0.03368348,-0.03383305,0.005776795,-0.024692351,3
159,-0.04341042,-0.021894919,-0.009473514,0.04433875,-0.020027068000000002,-0.0009678660000000001,4
160,-0.034946773,0.012502494,-0.049654644000000005,-0.004550133,0.010564398000000001,-0.03975403,2
161,0.03367867,0.008006444,0.017905716000000002,-0.009120682,-0.000424371,0.054240152,5
162,-0.013543959,-0.022052355,-0.058466744,0.0042989759999999995,-0.012119768000000001,0.011235248,4
163,0.04174496,0.018453816,0.007123534,-0.001327549,-0.000953014,0.04825913,5
164,-0.001933755,-0.00490841,-0.012937872,0.03631189,0.011736989,-0.07222734,2
165,0.040166922,0.024959778,0.046846125,-0.01242501,-0.0034686179999999997,0.05161483,1
166,-0.012137998999999998,0.002233501,0.0037345909999999998,0.011578355,0.031365916,-0.06333538,2
167,-0.011000177,0.024828972,-0.022013547,-0.019285647,0.014091532,-0.043743853,2
168,0.001536311,-0.010517673,-0.005741406,-0.021544382,0.004455578,-0.05127145,2
169,0.029556355,0.011652537,0.02203657,0.005111323,-0.019093943999999998,0.046131264000000005,1
170,0.012204466,0.042502694,-0.025902385,-0.029343946,0.02285903,-0.020954916,3
171,0.0063978690000000005,-0.00681784,0.021479415,0.012743896000000001,-0.009978354,0.043956272000000005,1
172,-0.049078922999999997,-0.052829392,0.005429749,0.014793273000000001,-0.03343063,0.001108981,4
173,-0.0005550490000000001,0.0030727809999999997,-0.012581728,-0.01701349,-0.024409902999999997,0.04051003,5
174,0.015511628000000001,0.03457544,0.021714400000000002,0.01879917,0.038676366000000004,-0.041717596,0
175,-0.06667957,-0.03989433,-0.042706672,-0.012730713999999999,0.0036983420000000003,-0.01986265,4
176,0.03932397,0.021331789,-0.055770874000000005,-0.019296344,0.0036447420000000003,-0.018398225,3
177,0.039671097,0.029520042000000003,-0.015983589,0.0005279169999999999,0.028614806,0.05710528,5
178,0.021066999,0.020610629,-0.04395329,-0.02574153,-0.015529679,0.060886946,5
179,0.006737936999999999,0.008118289,-0.00640042,-0.06275859,-0.027993432999999998,0.06240356,5
180,0.0027092929999999998,-0.013222042,-0.0010375830000000001,-0.014503624,-0.029409442,0.04898294,5
181,-0.002556928,0.003625385,-0.05131052,-0.050401818,-0.04286191599999999,0.040409334,3
182,-0.030999178,0.023845712,-0.029608214,-0.02249256,0.000200597,-0.03204263,2
183,-0.036254566,-0.000765003,-0.008104114,-0.004231698,0.0053213,-0.053340427999999995,2
184,0.022120181000000003,-0.02953557,0.03334068,-0.002668121,-0.01179713,0.024522703,1
185,0.004294654,-0.03530812,0.008811422,-0.024397025,-0.012732853,0.023237512000000002,4
186,0.002424319,0.013511796999999999,0.041677202999999996,0.030541477999999997,0.040194146,-0.046312958,0
187,0.041803103,-0.007862143,0.025419643,0.020326585,0.01658906,0.022742587999999998,1
188,0.04216655,0.026977748,-0.04221587,-0.027607927,-0.004585201,0.050804626,5
189,0.009156558,-0.022248318,0.040188227,0.048672892,-0.00267097,-0.058721002,0
190,-0.01392002,0.009100989,-0.059298515,-0.008249048,0.018675694,-0.035094615,2
191,0.010695711,-0.017665517,-0.031688299999999996,-0.008016153,-0.018691521000000003,0.027741197000000002,5
192,0.014812727,-0.009887977,0.009097922,0.007291191999999999,0.027153239,-0.020242293999999997,0
193,0.031651955,-0.005444358000000001,-0.001486858,-0.000621998,-0.01872111,0.031315304,5
194,-0.02857232,-0.009558514,0.0242763,0.032724746,0.032776117,-0.059494372000000004,0
195,-0.017852688000000002,-0.04771163,-0.05042132,0.003122045,-0.01617864,-0.029933192,4
196,-0.013383687,-0.004321669,0.012628186999999999,0.024031792000000003,0.031832599999999996,-0.069004446,0
197,0.020073796,0.01966103,0.04676097,-0.030943297,-0.024037492,0.054000564,5
198,-0.013467628999999998,0.023910737,-0.040684994,0.0031763409999999996,0.03411834,-0.042313647,2
199,-0.005364140999999999,0.00209657,0.04467754,-0.01738358,-0.02141951,0.053096987000000005,5
200,-0.002791653,0.0059736519999999994,0.03139601,0.021515414,0.031968642,-0.047819447,0
201,-0.01092627,0.007612051,0.010944464,-0.022758344,0.013316568999999999,-0.04200061,2
202,-0.017802643,-0.026876025,-0.00997055,-0.03578242,-0.007394319,-0.03835162,4
203,0.019987889,0.000824713,-0.028528437,-0.044220455,-0.023300476,0.043464582,5
204,-0.009366356,-0.033138316,-0.027717905,-0.040070985,-0.012437305,0.02340821,4
205,-0.026928615,-0.05665979,0.014115873999999999,-0.031970035,-0.004890495999999999,0.0005436519999999999,4
206,0.018869108,0.054470424,0.014613748000000001,0.027953988,0.023138047999999998,-0.01668695,1
207,0.026028500000000003,-0.011687437,0.025147285,-0.01192042,-0.0074180999999999995,0.04473518,5
208,0.016686637,0.057686046,-0.026065783999999998,0.02929232,0.01345336,-0.011228006,2
209,-0.011067263999999999,-0.019227656,0.04569282,0.018572025,0.024058035,-0.06740133,0
210,-0.009627429,-0.04370846,-0.02333577,0.0063835969999999995,-0.02462316,0.001068077,4
211,0.000551807,-0.033540826,0.063880585,-0.004323644000000001,0.004324221,0.0312937,1
212,0.035108607,0.011230064,-0.015238708,-0.024377856,-0.010946927,0.050033722,5
213,0.003046375,0.00021329200000000002,-0.059774995,-0.00198599,0.006268040999999999,-0.05210962,2
214,0.013165986999999999,-0.018887825,0.027192598,0.007813833000000001,0.000278942,0.042615186,1
215,0.009449164,0.039288808,-0.063593574,0.017620042,0.00333842,-0.029971632999999998,2
216,-0.01904301,-0.03943831,0.015562683999999999,0.019421836,0.021438794,-0.08026988,0
217,-0.06895989999999999,-0.06693574,0.018209415,0.0017589020000000001,-0.0173416,-0.06957337,4
218,0.021004004,-0.009366661,0.013943924,-0.007607105,-0.013876423999999998,0.04580358,5
219,0.008642623,0.01820796,-0.020868674,-0.01632089,0.006481618000000001,0.035456493,5
220,-0.04483299,0.0047676820000000005,0.00456989,0.018872987,0.006920926,-0.048230894,2
221,0.04244661,0.012933631999999999,0.040605857999999995,-0.024679832000000002,0.022661993,-0.005384081999999999,1
222,0.00738452,0.006667433,0.01106218,0.00026231400000000004,0.04093607,-0.05015135,2
223,-0.02345422,-0.022303835,-0.030075379,-0.025386867999999996,-0.026576592000000003,-0.045121398,2
224,-0.01045423,0.010088791,-0.012993678,0.023368131,-0.017328335,0.040569514,5
225,0.012060028,0.020909272,0.02881553,0.008417411,0.005804966999999999,0.042006053,1
226,-0.027311277000000002,-0.003229272,0.012257717,0.008441271,0.011803455,-0.06195041,2
227,0.003386287,-0.03259208,0.026891232999999997,-0.005856416999999999,-0.007059634,0.02634717,4
228,-0.025920092999999998,-0.047394915999999995,-0.045453854,0.013791123999999998,-0.022345614,0.00531102,4
229,0.015036427,0.019452888999999998,0.050164625,0.006110737,0.013350461999999999,-0.040210262000000004,0
230,-0.024625912000000003,0.001213446,-0.03600525,-0.018045494,0.012402429,-0.04646197,2
231,-0.0423166,0.005065411,0.011181001999999999,0.013659026999999999,0.004410103,-0.045768067,2
232,-0.003103646,-0.003774209,-0.060682587,0.013327323,-0.006968753,0.008255832,3
233,0.032266073,0.01482369,-0.020670243999999997,-0.033226166,-0.018818986,0.058287837,5
234,-0.04522551599999999,-0.06731758,-0.01794482,0.06508464,0.00826336,-0.08716963,0
235,-0.02560094,-0.08696626,0.043740574000000004,0.017420951,-0.013557234,-0.025015034,4
236,-0.028827565,0.016233424,-0.027997084,0.0008320310000000001,0.007329113000000001,-0.05115316,2
237,0.03031902,0.002852494,0.008047231,-0.023769123,-0.014972375,0.04388133,5
238,-0.00930551,-0.028518874,0.005819805,-0.045954015,-0.05430736,0.011435002,4
239,-0.033788793,-0.025471231,0.040445999999999996,0.002060909,0.003355377,0.00739713,4
240,0.030970156000000002,-0.001568271,-0.031071117000000002,0.009640865,0.017193476,0.00018549599999999997,3
241,-0.025518166000000002,0.015941241999999998,-0.00939603,0.014326837,0.022765057000000002,-0.049136672,2
242,0.002479301,0.02788435,-0.034335863,0.04346185,0.002065446,-0.025582499999999998,2
243,-0.00738447,-0.005020997,-0.001298867,-0.00412322,-0.025539419,0.050318033,5
244,-0.007871205,0.012794933,0.06334893400000001,0.001702524,-0.002815105,0.029838202999999997,1
245,-0.029302002999999997,-0.001389165,-0.07113583400000001,0.001467965,0.012434302,-0.037417013,2
246,0.03525971,0.02057563,-0.024806794,-0.04405337,-0.012533269,0.054594245,5
247,0.026034102000000003,-0.009680799,0.03813197,0.026981993,-0.009119137,0.024375328999999998,1
248,-0.010608003999999999,0.022734556,-0.041084044,-0.052789874,-0.046562205999999995,0.059115652000000005,5
249,0.023336647000000002,-0.014521366,0.056610912,0.006188298,-0.018224448,0.020440843,1
250,0.0039056959999999997,0.037511199999999995,-0.057302687000000005,0.015598022,0.047066092000000004,0.010620606999999999,3
251,-0.032137524,0.005892891999999999,0.011889171,-0.037938673,0.007333624,0.01537548,4
252,0.00062256,0.013431268,0.04958208,0.047533492999999996,0.02763684,-0.007054146,0
253,0.015968965,0.021597372000000004,-0.0028383540000000004,0.044941037999999996,0.060991347,-0.026504396,0
254,0.017820474,0.04669414,0.01434074,-0.012892383,0.01433405,-0.018970635,1
255,0.004299746,0.021491064,-0.06487956,-0.04573577,-0.020870427,0.05831472,3
256,0.013811188,0.025859847999999998,-0.083358794,-0.023271093,-0.013077318999999999,-0.013772659,3
257,0.018221162,0.013136456999999999,0.033895306,0.05848442,0.032930564,0.003166951,1
258,-0.009683613,0.04556557,-0.06913888,-0.003070962,0.020128988,0.013325118,3
259,0.028047489,0.062442504,-0.06768773,-0.06734882,0.002322885,0.026192252000000003,3
260,-0.024469525,0.001703481,-0.049228075999999996,0.03582421,0.0028953190000000004,-0.016685126,2
261,-0.00450951,0.031032873,0.006431733,0.00394315,0.006947904,-0.04450246,2
262,0.01635223,0.059774715,-0.022137742000000002,-0.013315221,0.036829647,-0.016910437,3
263,0.012348917,0.037287094,0.010516886000000001,0.024533495,0.021462282000000003,-0.023058513,2
264,0.0031816179999999998,0.001530396,0.04780142,0.059407044000000006,0.041956108,-0.031046507999999997,0
265,0.019453428999999998,-0.018462092,-0.020649793,-0.001149366,-0.030767115,0.013750226,4
266,0.019103218,0.0558082,-0.086761676,-0.028831657000000004,-0.011592085,0.037453756,3
267,0.030861232000000002,-0.001418263,-0.008994400999999999,0.021789243,-0.01601243,0.019101195,1
268,0.037427273,0.0049219220000000004,0.04092072,0.0052424459999999996,0.00486333,0.04119374,1
269,-0.027085492000000003,-0.030313997999999998,-0.02048083,-0.026218891,-0.008792076999999999,-0.049293656,2
270,0.017484887,0.007410135,0.0038711590000000003,-0.01814933,-0.025337812999999997,0.058860395,5
271,0.008058114,-0.0025371210000000003,0.020146393999999998,-0.01937407,-0.017822064,0.058137298,5
272,-0.006678526,-0.028738732000000003,0.0011867730000000001,-0.025718646,-0.040742718,0.04118934,4
273,0.018561728,0.02330334,-0.019589797,-0.010001356999999999,-0.017535685,0.058183175,5
274,-0.010387065,0.030924048,-0.08783316599999999,0.00176287,-0.003998262,-0.006729149,3
275,-0.031972725,-0.011986627,0.004515705,0.023550745,0.0093469,-0.06660204,2
276,-0.00581072,-0.023284385,0.05179288,0.029490976000000002,0.045299374,-0.06341483,0
277,0.004840945,-0.018788232,0.000591155,-0.037195165,-0.04334471,0.03000692,5
278,0.0029107440000000003,-0.003322432,-0.034960035,-0.020431247,-0.03669833,0.047360785,5
279,0.007361325,0.005756570999999999,-0.07092618,-0.036031783,-0.008180102,-0.00480899,3
280,0.036011762999999995,0.008894033,0.030434249,0.05415615,0.029603766,-0.009876270999999999,1
281,0.006192448000000001,0.008561779,0.076384395,0.033985212,0.018051391,-0.014240373999999998,0
282,-0.04528846,-0.0026838079999999998,-0.0518577,-0.023122777999999997,-0.004257012,-0.025148978,2
283,-0.014864500000000001,0.036239807,0.001182735,-0.030890697999999998,-0.016211627,0.06669624,5
284,-0.005679179,-0.03348904,-0.001182986,-0.04212078,-0.017688327,0.029034015,4
285,-0.011798929,0.029155556000000003,-0.033014882,0.02387286,-0.0062474819999999995,-0.04819398,2
286,-0.017621216999999998,0.031758655,-0.059835713,-0.075035594,-0.031975564,0.03952455,3
287,0.011509306,-0.035739377,0.032109447,0.053667615999999994,0.028908836,-0.071651034,0
288,0.004017515,0.030476369,0.003351647,0.009410291999999999,0.02246158,-0.050936326,2
289,-0.002125334,0.03261512,0.025602875,0.034893956000000004,0.037198562000000004,-0.031020775,0
290,-0.001857838,-0.014765653,-0.04023076,-0.024273051,-0.04307455599999999,0.030381877,5
291,0.035997108,0.02193407,0.044225793,-0.021282392,0.005006339,0.06250995,1
292,-0.001351526,0.039875995,0.030762937,-0.03790712,-0.011962007,0.006975404,1
