,0-OnTrain,1-OnTrain,2-OnTrain,3-OnTrain,4-OnTrain,5-OnTrain,K-Means
0,-0.008105718,-0.039507326,0.028234717000000003,0.041064437,-0.026976736,-0.017173061,0
1,-0.0016248620000000001,-0.012843816000000001,-0.025380569,-0.004881221,-0.030376987999999997,0.04333102,5
2,-0.035135400000000004,-0.033800687999999995,0.003679632,0.014407959,0.011792848,-0.07876554,2
3,-0.001348606,0.016909236,-0.05060305,-0.012127964,-0.03802837,0.042219676,3
4,0.016906934,0.001786021,0.044055887,-0.007346347,0.02791755,0.03012078,1
5,-0.027288708999999998,0.014118351999999999,-0.065993965,0.004323203,-0.004817552,0.007937649,3
6,-0.0143869,0.016846426,0.012318316000000001,-0.016697645,-0.05866426,0.045145243,5
7,0.007983934,-0.009021104,0.050530814,0.06019346,0.00028591799999999997,-0.02962182,0
8,0.001369228,0.047310423,0.043611699999999996,-9.68e-06,0.008827585,0.016311074,1
9,-0.010954614,-0.00738452,0.009175614,0.022818146,0.038375102,-0.06341378,0
10,0.025101326,0.001111772,-0.030832518,-0.014032613999999999,-0.018012185,0.042504318,5
11,-0.029173326,-0.06340695,0.07202071,-0.016361656000000002,0.000786962,-0.02095941,0
12,0.000343343,-0.028079057,0.03437561,-0.013088046,-0.011263196999999999,0.045852274000000005,5
13,0.010917711,-0.026467461,0.05447472,0.005480553000000001,-0.004623087,0.036305506,1
14,-0.006142143,0.004737367,-0.004511361,-0.021682257000000003,-0.010086044,0.054165572,5
15,-0.026279142000000002,0.035828985,-0.039344862,-0.017530643999999998,0.0017564529999999998,-0.025043607000000002,2
16,-0.029402373,-0.04247779,0.031342667000000005,0.007797508000000001,0.015513124,-0.06291971,0
17,0.025069103,0.027252961000000003,-0.002778182,-0.045389958,-0.018932292,0.07307586,5
18,-0.03331113,-0.04566527,0.07413933,0.00593012,-0.01873154,-0.03828625,0
19,0.014877046000000001,-0.004801419,0.023522537000000003,-0.010079386999999999,-0.019103615,0.05484592,5
20,-0.006141465,-0.0031247540000000004,-0.060265716,-0.042167112,-0.035694394,0.027269373,3
21,0.0033149240000000003,-0.017117973,-0.015721416000000002,0.024444245,0.036145464,-0.07673916,2
22,-0.025362327999999996,-0.016125398,-0.036983683999999996,-0.009915133000000001,-0.000992508,-0.028265845,2
23,0.02690267,0.014621103,0.0007371089999999999,-0.010819203999999999,-0.005457955,0.0623817,5
24,0.009936618000000001,0.031391334,-0.05736097,-0.049669977000000004,-0.024914356000000002,0.012170315,3
25,0.006998157,-0.010787183999999998,0.004130369,-0.010746795,-0.018740483999999998,0.053861517000000005,5
26,0.0067100530000000005,0.017689042,0.022467265,-0.003247876,0.000582435,0.05926436,5
27,0.022918678999999997,-0.008445771,0.0027740890000000004,0.002625288,-0.016305828,0.037361402,5
28,0.02693455,0.016365806,0.010606018,-0.0054128909999999995,0.0013645870000000002,0.060088348,5
29,0.016716195,-0.03904392,0.047286104,0.05326571,0.02362362,-0.07978461,0
30,0.000789522,-0.002901985,0.055102665,-0.031205200000000002,-0.024397247,0.039378777000000004,1
31,-0.01600529,-0.008745395,-0.0029577440000000004,0.05390257,0.028696802999999996,-0.07011544,0
32,-0.007439714,0.0028283379999999997,-0.008942351999999999,-0.002881297,-0.038240597,0.050428238,5
33,0.021518093,0.002699792,0.033116112999999996,-0.009812515,0.008389246,0.03426099,1
34,0.0010020860000000001,-0.023532996,0.045593522000000004,0.0402856,0.009543344,0.016234657,1
35,-0.001480542,-0.014188029,0.005976996,-0.004008575,-0.0070362390000000006,0.05120202,5
36,0.021935841,0.027795935,-0.004444398,-0.029254372999999997,-0.029412674,0.07018609,5
37,-0.012540839,0.01466172,0.011060664,0.013718126,0.023496943,-0.05379738,2
38,-0.010749353,0.015006258,-0.012452063000000001,0.029000362000000002,0.017477605,-0.06174887,2
39,0.00825867,0.011690283999999999,-0.051524438,-0.029096026,-0.018579898,0.05293268,3
40,0.017542923000000002,-0.000506006,-0.04356166,-0.015378315,0.013251869,-0.013818573999999998,3
41,0.009385817,0.004471239,0.005668708000000001,-0.03736895,-0.036384437,0.055985674000000006,5
42,-0.011052144,0.00423167,0.040803246,-0.012988369,0.035747226,-0.022277549,0
43,0.007017728000000001,-0.029913379,-0.014281086,0.013722525,-0.017770424,0.02241642,4
44,0.026677111,0.027218055,-0.008476744,0.003188175,-0.006582371,0.05480676,5
45,-0.013409813999999999,-0.024690269,-0.004325461,-0.006528701,0.030205416000000002,-0.013603348999999999,2
46,0.0073191409999999995,-0.015986107,0.049025695999999994,-0.037150268,-0.010574923,0.025436705,1
47,-0.020152342,-0.003571617,-0.029364944,0.005768506,0.035602212,-0.054981094,2
48,-0.009040683,0.04239454,-0.050616115,0.005998944,0.013608926,-0.02382204,2
49,-0.026964545,-0.002211316,0.011891654,0.029391449,-0.012316878,0.028885447999999998,4
50,-0.023736238,0.014923673,-0.048656727999999996,-0.015575031000000001,0.0036795409999999997,-0.043821767000000005,2
51,-0.002225408,-0.007361863000000001,0.013646496000000001,-0.01412225,-0.027358117999999997,0.058273345,5
52,0.006744887,-0.018383402,-0.0007276860000000001,-0.006354393000000001,-0.018245338,0.045109823,5
53,-0.017781105,-0.019747226,-0.008628496999999999,-0.036358427,-0.01915667,0.04666398,5
54,-0.0640478,-0.044883393,0.01812675,0.009442735,0.010066445,-0.055820400000000006,0
55,-0.009924074,0.029533857,-0.048834875,0.034935072000000005,0.023960091,-0.041235883,2
56,-0.002732547,-0.013461322,0.051448144,0.02877566,0.008415470999999999,0.031058932,1
57,0.003905552,0.043143515,-0.006653226999999999,-0.03774929,-0.020368143999999998,0.0077275040000000005,3
58,0.022168461,0.002343855,-0.0173761,-0.030192321,-0.022188531,0.053309392000000004,5
59,-0.026799496000000003,0.025751497999999998,-0.028704226,0.000640361,0.017001081,-0.041688476,2
60,-0.02185914,-0.019881872,-0.03293239,-0.03781387,-0.043977752,0.020621257,4
61,-0.002664477,0.006174155,0.043984707000000005,0.023571495,0.03471033,-0.0506028,0
62,0.02107458,0.033108864,-0.0814861,-0.04028791,-0.01401063,0.004359888,3
63,0.027949757999999998,-0.011873632,0.003461101,-0.012290116,-0.017638743000000002,0.039893727999999996,5
64,-0.009293758000000001,-0.018293638,-0.011650717,-0.016572727,-0.011891763,0.032527316,4
65,-0.02452614,-0.005068167,-0.05698544,-0.043019123,-0.03551681,0.027988182,3
66,-0.027208412,-0.05735987,0.031724695,-0.009470842,-0.01086247,0.032397766,4
67,0.028580207000000003,-0.010844093999999999,-0.015860632,-0.007682731999999999,-0.005098007,0.03697021,5
68,0.024209862999999998,0.018100293,0.01744489,0.004823429000000001,0.00039441,0.056505293,1
69,-0.020186719,0.024895557999999998,-0.03100928,0.015721021,0.023900412000000003,-0.049331967000000004,2
70,0.02931485,-0.010616734,0.028137287,0.035083596,0.037278406,0.021717336,1
71,0.011646786999999999,0.043735098,0.024159186000000003,0.0007897889999999999,0.013399079,0.014071453999999999,1
72,-0.009489261,0.023210796000000002,0.0036658520000000003,0.003449455,0.026344884,-0.048900012,2
73,-0.007195961,-0.019394552,-0.05414095,-0.009689227,-0.045650054,-0.009821123000000001,4
74,0.003647955,-0.011169937,0.07447430000000001,-0.017669355,-0.021856705,0.027801682999999997,1
75,0.010156153000000001,0.006249094,-0.023284337000000002,-0.013075197,-0.024609107999999998,0.05175458,5
76,-0.026683675,0.035197996,-0.044340834,-0.043569606,-0.029737087000000002,0.03436161,3
77,-0.015652848,0.017755905,-0.008983689,0.010267670999999999,0.020538798,-0.05645665,2
78,-0.044232033,-0.034849092000000005,-0.044568795999999994,-0.013476162,-0.032112967,0.030873277999999997,4
79,-0.02075098,-0.027673112000000003,0.013544617,0.04532549,0.02116906,-0.08645377,0
80,0.006069651,0.011987155,0.000739984,0.010625787,0.04260914,-0.05547471,2
81,-0.020966187,-0.054397784000000005,0.046439327,-0.009984364,-0.019324196999999998,0.027256383999999998,4
82,-0.023846362000000003,-0.01654255,-0.0011975710000000001,-0.00845258,-0.04425827,0.048316385999999996,4
83,-0.023265675,-0.030841932000000002,0.06708921,0.019361889,0.031372376,-0.04513975,0
84,-0.012253661,0.0070854640000000005,0.017882723,0.020505227,0.033974152,-0.059686754,0
85,-0.004421284,-0.024404207,0.06285968,-0.003363228,0.017539795,-0.04643141,0
86,-0.016185038,0.006675362,-0.011342695,0.009804708,-0.006862501,-0.060635425,2
87,-0.03568501,0.0031435990000000004,0.01620672,0.006344073,0.014749354,-0.045156985999999996,2
88,0.006135809,-0.012042443,0.004212775,-0.012974537,-0.021162055,0.053784545999999996,5
89,-0.007913686,0.027412314,-0.04463304,-0.018046333,0.024668645,-0.037975337000000005,2
90,0.027590008,0.005318331,0.04903315,-0.008569832,-0.00615193,0.04895451,1
91,0.020157875,0.005840265,-0.012784611000000001,-0.023415005,-0.03454451,0.052035645,5
92,-0.0042409909999999995,0.024101242000000002,0.013477877,0.027747001,0.039548203,-0.04894602,0
93,0.006616016,-0.012244416000000001,0.0029227470000000003,0.034749202,-0.023176497,0.019221568,4
94,0.016100613,-0.015120597,0.049955927000000004,0.034568972999999996,0.007154024,0.024983917999999997,1
