Date,0,1,2,3,4,5,6,7,K-Means
2018-07-24 16:00:00,0.14280134,0.43386513,0.1329427,0.25250408,-0.14527988,0.25528196,0.34153223,-0.21310392,3
2017-12-04 20:00:00,-0.035577405,0.020443985,-0.13540694,0.48047417,-0.04013965,0.08630398,0.1752885,-0.33860767,4
2018-03-02 12:00:00,0.21999139,0.061234068,-0.1792727,-0.040162317,0.26402834,-0.5968898,-0.24684301,0.22296956,7
2018-04-30 20:00:00,-0.1427481,0.13083813,-0.45879126,-0.16053377,0.23510087,0.18374139,-0.41820383,-0.40270486,6
2018-10-11 12:00:00,0.34527153,0.26261345,0.28849444,-0.09007357,-0.091318086,-0.285045,0.44282967,0.31299967,2
2018-08-01 12:00:00,-0.0019461002,0.29369274,-0.087664604,0.1331186,-0.009624321,0.4943258,-0.11607307,-0.40750015,1
2018-08-09 16:00:00,-0.048224952,-0.09031666,-0.3699917,-0.20953642,0.40256277,-0.118492775,-0.6311785,-0.20839502,6
2017-08-28 20:00:00,-0.05802259,0.012526208,0.16418427,0.24801409,0.022261793,0.5059276,0.03261235,-0.42092875,3
2017-11-16 04:00:00,0.33592528,0.06827827,-0.079440825,0.060169898,0.0022021378,-0.5681455,0.14248578,0.42864323,7
2018-10-01 12:00:00,-0.15189385,-0.3932408,-0.3430639,0.51977396,-0.09810727,-0.31170157,0.015568736,0.025291413,0
2017-07-18 04:00:00,-0.13417605,-0.43224442,0.31663972,0.19232355,-0.29599497,0.27572927,0.46860778,0.1219897,5
2017-07-07 20:00:00,-0.07274245,-0.58269083,0.048410363,0.24749239,-0.12365018,0.0070178667,0.3143498,0.21074481,5
2017-10-11 20:00:00,-0.07449093,-0.27594766,0.16837783,0.29867575,-0.24830176,0.37951103,0.2745284,-0.02676118,3
2017-11-02 12:00:00,-0.035992146,-0.4570932,-0.3290786,-0.039637912,0.24799955,-0.2780193,-0.19746909,0.13662136,0
2017-07-21 12:00:00,-0.12847014,-0.204591,0.012574891,0.1185119,-0.2111522,0.47520465,0.015229294,-0.064905755,3
2017-07-20 00:00:00,-0.25502485,-0.56010073,0.11499738,0.1754084,-0.38659716,0.12880847,0.44157043,0.2454562,5
2018-07-06 12:00:00,-0.1881245,-0.1964637,0.038759284,-0.1259385,-0.0067673223,0.5313384,-0.082134254,-0.24410962,1
2018-07-03 20:00:00,-0.094491996,-0.16714334,0.32674453,0.073274456,0.03185048,0.51823115,0.027653648,-0.29943177,3
2018-10-04 20:00:00,0.21977621,-0.08975766,0.25122252,-0.24353085,-0.04599139,-0.23595028,0.23284934,0.4851969,2
2018-07-24 04:00:00,-0.006886675,-0.25134096,0.18100381,0.42842576,-0.53416425,-0.18749574,0.6935313,0.40484953,5
2018-09-18 04:00:00,-0.024421155,-0.16540688,-0.052276034,-0.37466282,0.23723957,0.2287906,-0.22052774,0.010837974,6
2017-12-22 08:00:00,-0.13538133,-0.15356436,-0.058541857,0.4264836,-0.029678969,0.19143373,0.010454482,-0.32402536,4
2017-10-20 00:00:00,0.088684924,0.45120928,-0.14728145,0.3527745,-0.11043274,0.28799313,0.0018171052,-0.33486682,4
2017-07-18 08:00:00,-0.09413343,-0.3555811,0.3063975,0.13911764,-0.30056143,0.2597043,0.57229644,0.11510237,5
2018-08-24 08:00:00,0.09142009,-0.085261144,0.45165372,-0.2875711,-0.30375326,-0.04995429,0.50316185,0.45431575,2
2018-01-26 16:00:00,-0.024789354,0.088861644,0.3266875,0.08144055,-0.040494807,0.4716767,0.35866034,-0.38666928,3
2017-12-04 16:00:00,-0.06932031,0.038390715,-0.29331085,0.47611156,0.103247926,0.110960975,-0.1845308,-0.4536534,4
2018-06-28 12:00:00,0.11215405,-0.18313082,0.012432231,-0.108181894,-0.2608833,-0.12886651,0.2929351,0.50976795,5
2018-09-05 04:00:00,0.2769347,0.2680853,0.03894274,-0.1634285,0.20219077,-0.525588,-0.038556203,0.19547337,7
2017-09-06 12:00:00,-0.19035052,-0.38990012,0.17688935,-0.04915117,0.049182516,0.3810428,0.12624997,-0.22045916,3
2017-09-25 12:00:00,0.05990685,-0.18597238,-0.122710235,0.05886129,-0.24386574,-0.33913967,0.32772046,0.38844624,5
2018-03-15 04:00:00,0.07712405,-0.14494942,0.022378063,-0.35624453,0.32534218,-0.34929666,-0.2405709,0.18572606,7
2018-01-22 00:00:00,0.27924603,0.41839,-0.15302002,-0.0762701,0.21278079,0.18866326,-0.290986,-0.16079962,6
2017-10-23 04:00:00,0.31205863,0.37692565,0.4639777,-0.32349306,0.17391013,0.14811942,0.0704568,-0.03385628,2
2018-06-12 08:00:00,0.2162327,0.17282426,-0.19598822,0.02245154,-0.15850414,-0.3731468,0.26037043,0.46357945,7
2017-06-06 12:00:00,-0.046434194,-0.16912442,-0.2688671,0.31449544,-0.39565465,0.054143094,0.265496,0.25970307,5
2017-06-19 08:00:00,-0.06556188,-0.2512878,-0.44435084,0.009207662,0.22137487,0.11108713,-0.45707634,-0.018408794,6
2017-08-23 20:00:00,-0.126772,-0.39523232,0.3342876,-0.03639978,-0.30896884,0.34225664,0.39870065,0.23122947,5
2017-11-03 20:00:00,-0.019666387,0.002097124,-0.18154082,0.4152591,-0.11037478,0.1288477,0.25165582,-0.25164038,4
2017-07-07 12:00:00,-0.12602237,0.04509038,-0.041600313,-0.38658464,0.22737122,0.38725147,-0.077328056,-0.39089987,1
2018-07-19 20:00:00,0.037888065,0.25336987,-0.157659,-0.34843838,0.29066616,-0.21079436,-0.32849795,-0.06898533,6
2018-09-03 20:00:00,0.23272108,-0.04025233,0.0066785133,-0.21238682,0.27478102,-0.48689198,-0.21915591,0.2832268,7
2018-01-29 16:00:00,-0.0881244,-0.19883668,0.042863227,-0.2494018,0.16021274,0.50652134,-0.05455782,-0.25930563,1
2017-08-10 20:00:00,0.24655817,0.32849735,-0.13944122,-0.21068399,0.2972734,-0.13806242,-0.3201914,-0.03143396,6
2018-01-29 08:00:00,-0.19729441,-0.19399387,0.23618847,-0.21974471,0.10982583,0.5328675,-0.05004608,-0.33220443,1
2018-04-02 04:00:00,0.17761841,0.08617052,-0.39176807,0.24834292,-0.17312092,-0.21833673,0.017234456,0.25374204,0
2017-08-03 16:00:00,0.1898769,0.25405204,-0.18569262,-0.32675922,0.39997447,-0.33509424,-0.379439,-0.008641554,6
2018-05-25 08:00:00,0.0880429,-0.41159528,0.086149745,-0.17168334,-0.07240777,-0.51898015,0.29519293,0.5575039,0
