,0-OnTrain,1-OnTrain,2-OnTrain,3-OnTrain,4-OnTrain,5-OnTrain,6-OnTrain,7-OnTrain,8-OnTrain,9-OnTrain,10-OnTrain,11-OnTrain,K-Means
10,0.009675199,0.0017662429999999998,0.034113887999999995,0.024115246,0.07556434,-0.011108621,0.014343578999999999,-0.025637424,-0.01302836,-0.009668882,-0.025708218999999997,-0.031128827,1
11,-0.041238237000000004,-0.004020788,-0.04103437,0.006821041999999999,-0.017124794,-0.027377482999999998,-0.017218892,0.00898063,0.028890077000000004,0.031201486,0.013216577,0.004374703,5
12,-0.011177506,-0.013856366,-0.036367994,0.012303311,-0.04712077,-0.04389462,-0.008928888000000001,0.005703793,-0.045634985,0.017499791,-0.007689781999999999,0.059233475,3
13,0.0035842820000000003,-0.007487185,-0.003167503,0.006707802,0.01107406,0.04521034,-0.021376067999999998,0.023074498,0.04981074,-0.055728335,-0.006791206,-0.04923414,6
14,-0.026679935,0.009418616999999999,0.000698501,-0.037495133,-0.006870645999999999,0.05039175,-0.001107929,0.011997658999999999,-0.005076413,0.011088066,0.048378397000000004,0.03887274,4
15,-0.0029955959999999997,0.0074416859999999994,0.026418,-0.001754162,0.057946377,0.051356774,-0.000795876,0.029559692000000002,0.02069434,-0.053214803,-0.030938182,-0.065943465,2
16,-0.010736033999999998,0.006419749000000001,-0.04544289,0.012777432,-0.053346608,-0.046710953,-0.021172073,0.010081966,-0.05315759,0.00571252,0.000245342,0.03438302,3
17,0.015562913000000001,0.008985768,0.022849498,-0.001712212,0.09142230000000001,0.051303454000000005,0.02627295,-0.006174428,0.002037126,-0.05076351,-0.030070156,-0.01089897,2
18,-0.05969374,-0.000805605,0.000620963,-0.038690478,0.006223285,-0.0044470429999999995,-0.01947485,0.001384059,-0.01141231,0.039989926,0.037567872999999995,-0.027982311,4
19,-0.002420225,0.006932161,-0.044819575,0.033360485,-0.033781162999999996,-0.04522633,-0.029423464,0.007611857,-0.045100894,0.027476737,0.00393364,0.02731351,3
20,0.012212618,0.001012901,0.046613555,-0.009951695,0.052591935,0.050293576,0.002829523,0.027944037999999997,-0.04568288,-0.024702908,0.013710586,-0.012343692,1
21,0.019276258,0.036078554,0.005442211,-0.041207913,0.031282555,0.02429163,0.07754322,0.015018716000000001,-0.011263685,-0.00802165,0.005309879,0.026337676,1
22,0.014857239,-0.00940828,0.018517733,0.006376185,0.06943475,0.055352233,-0.016675021,-0.000230405,0.041267365,-0.05712035,0.007533339,-0.042103454000000005,2
23,-0.018878946,-0.018881053000000002,-0.0067526769999999995,-0.015088438999999999,-0.021701094,-0.02519235,-0.013027118999999998,-0.011864717,0.027005177000000002,-0.042994983,0.011332202,-0.02360829,5
24,-0.013510806,0.00708563,-0.050697096,0.005256352,-0.051520437,-0.051288567,-0.03378265,0.009093781,-0.029568308999999997,0.000421361,0.001399919,0.0075832059999999995,3
25,0.030212535,0.03137655,0.04437033,-0.030025175,0.06441253,0.039778985,0.032915406,0.008748825,-0.004748705,-0.037041992,-0.027647043,0.001667905,1
26,-0.06608222400000001,-0.008935884,0.0038620770000000002,0.015981454,-0.034108747,-0.005902525,0.008578965,-0.022832494,0.002569852,0.016122855,-0.006744216999999999,-0.006481252,5
27,-0.003990508,0.002922535,0.041746546,0.04428251,0.083523795,0.06136489,-0.021189867,0.030095417000000003,0.040645555,-0.019031957,0.00900483,-0.029171765,2
28,-0.007413482,0.029488987999999997,-0.06183894400000001,-0.002268704,-0.038566332,-0.051001363,0.037126123999999996,-0.004405977,0.022436599999999998,0.018632218,0.017513716999999998,0.040227942,0
29,-0.005920283,0.025706167999999998,-0.03970123,-0.003738242,-0.045545917000000005,-0.03573794,0.012296341,0.024989787000000003,-0.022032406,0.023792855,0.002921597,0.03084345,3
30,0.020818898,0.007406451999999999,0.00548903,-0.005970299,-0.031444482999999995,-0.036358245,0.03876293,0.015379826999999999,0.030766092000000002,0.05009129,0.00691626,0.011065318999999999,0
31,6.18e-05,-0.04778945,-0.018736375,-0.025287649,0.045159567000000005,-0.015174382,0.012490899,-0.003410189,0.045333605,-0.00011592799999999999,-0.020144261,-0.030485357999999997,6
32,-0.020719316,-0.025098903,0.024951627,0.040523518,0.019702863,0.010204942,0.007791187,-0.076143555,-0.023956757000000002,-0.00115836,0.011533406999999999,-0.00391995,1
33,0.028811181,0.03001651,0.02102399,-0.044549912000000004,0.04776134,0.071473725,0.017882794,0.032007236,0.032219082,-0.021879767999999997,0.007531373,-0.012220686000000001,2
34,0.02604233,-0.000854414,-0.0023337,-0.029204542000000003,0.011820156,-0.022784745,0.020316953000000002,-0.015341088999999999,-0.07780008,0.027513782999999997,-0.012144868999999999,0.005497793000000001,4
35,0.012066442,0.028131876,0.007337437,-0.007732078000000001,-0.03254978,0.04359978,-0.051279306,-0.003984885,0.023288372999999998,-0.003528603,0.017472986,0.03880872,4
36,-0.006999228000000001,-0.049901817,0.034012914,-0.026268145,0.0056510430000000006,0.050486244000000007,0.00632065,-0.05152728,-0.020107707,-0.002899899,-0.006866288000000001,-0.020605432,1
37,-0.007394995,0.004828284,0.009275865,-0.00853523,0.07920884,0.04918432,0.023308387000000003,0.020693664,-4.89e-06,-0.026312402000000002,-0.006235814,-0.08062299,2
38,0.012546253,0.00041168300000000004,0.04456414,0.02499973,0.06246647599999999,0.07835997,0.01204601,-0.0017212220000000001,-0.000288128,-0.044725742,-0.0038406679999999998,-0.014944503,2
39,0.016253801000000002,0.005513843,0.024910145,-0.001999031,0.09958264,0.061077565,-0.009410247,0.00508387,0.011143697,-0.05841498,-0.03037062,-0.03878309,2
40,0.010734653,-0.021693712,0.024093332000000002,-0.027141394,0.09413303,0.025217714,0.026707527999999998,-0.010846337,-0.02205864,-0.011692835,-0.012753273999999998,-0.009981941,1
41,0.011876962,0.013715551000000001,-0.017219784,-0.018419883999999997,0.003974269,0.008795568,-0.015438291000000002,0.006857395,-0.02260226,0.057499085,-0.022995325,0.03140523,4
42,0.01772633,0.008896505,0.005851876999999999,-0.013914252,0.072164275,0.034925457,-0.008389779,0.002044685,0.011924496000000001,-0.07313158,-0.031891707000000005,-0.053435367000000004,2
43,-0.025969183,0.013816158,-0.01513926,0.0033290459999999996,0.0110449,-0.021713156,0.024466164,0.01068373,0.012321924,-0.042114507,-0.023272196000000002,-0.061365347,6
44,-0.008205996,0.003478319,-0.010047416,0.008403035,-0.061361924000000005,-0.035754707000000004,-0.004004265,-0.023912213999999998,-0.052254427,0.014212226000000001,-0.00034168199999999994,0.022957087,3
45,0.010081459000000001,-0.008685502,0.007685253,0.00244309,-0.02191167,-0.044651024000000004,0.001333609,-0.037632900000000004,-0.0684489,0.001751355,-0.012710602,0.026468357,3
46,0.003464797,-0.020020114,-0.012184177,0.003688776,0.07646154599999999,0.03439776,0.028410515,-0.003237436,0.024269952999999997,-0.034145493,-0.004604011,-0.05417783599999999,2
47,0.017700007,0.000450508,-0.014446628999999999,0.01188425,-0.034535747,0.003792738,-0.043934725,-0.007286638000000001,-0.052081197999999995,0.030491797,0.009412971,0.018453429,3
48,0.04487525,-0.01118299,0.031352878,-0.031286563999999996,0.06406294,0.050381775999999996,0.030447474,0.0075163090000000005,-0.02666474,-0.042771526,-0.014141446,-0.014646036999999999,1
49,-0.006044454,0.0026469320000000003,-0.015917473999999997,-0.018790081,-0.01076259,-0.030928498,0.004977237,-0.016991243,-0.006880987,-0.0414353,-0.029016716,-0.04531454,6
50,-0.03778404,-0.07609675,-0.004483989,-0.03169907,-0.0070128659999999995,0.02585484,0.03920187,0.011661448999999999,0.038517453,0.025883785,0.011878641,0.037063826,0
51,-0.016181637,0.01687285,0.005825968000000001,0.014596661,0.064146325,0.030217163,0.0016953579999999999,0.00481222,0.023042794,0.006413309,-0.078793034,-0.024326378,6
52,-0.007293169,-0.049593605,0.048736874000000006,0.006042309,0.039634813,0.020328544,0.012275511000000001,-0.029674937999999998,-0.0007070430000000001,-0.00023789,0.037175282999999996,0.03130971,1
53,-0.038694162000000004,0.007078046,-0.05986283,-0.017822811,-0.037573677,-0.03411471,0.0016705379999999998,-0.002553204,-0.002589955,0.007555779,-0.00991937,0.009635274000000001,5
54,0.0052587,0.019070936,-0.027450435,-0.019840546,0.027895497000000002,0.032501034,-0.018238808999999998,-0.015285173999999999,0.05043052,-0.053836264,-0.02028248,-0.022336474,6
55,0.018824056000000002,-0.013540588000000001,0.040986333,-0.010354885,0.03102257,0.08022366,0.01915878,0.011723071000000002,0.018456092,-0.035433076,0.018670414,-0.023663465,2
56,-0.005285850999999999,-0.007988465,0.009986417,0.008570614,0.037904362999999996,0.0320846,-0.013172045,0.014138098,0.015514743000000001,-0.07738894,-0.0217988,-0.065066494,2
57,-0.017553616,0.018265663,-0.015464786999999999,0.007539949000000001,-0.042908672,-0.013725417,-0.027240535,0.002477951,-0.027615482,0.024757134,-0.034733992000000005,-0.005591841,5
58,0.026453587999999997,-0.011486568,0.010590958000000001,-0.024609366,0.07129574,0.016464245,0.03423381,-0.00982416,0.03365609,-0.055550355,-0.020938987,-0.014046645,2
59,-0.010933548000000001,-0.020555478000000002,-0.013604338,0.012635563,-0.02251108,-0.027304295,-0.002449745,-0.007763311,-0.059196547,0.03399639,0.023898546,0.043043702999999996,3
60,-0.009109827,0.013142535,-0.042735286,0.006956024,-0.03541711,-0.04805038,-0.038744166000000003,-0.00067255,0.012730643,-0.011521106000000001,0.005921666999999999,-9.13e-05,5
61,-0.04079432,0.021152576,-0.01322252,0.023052176,-0.05861353,-0.045051685999999994,-0.012014385,-0.009905437,-0.01646961,-0.0038665740000000002,-0.014328164,-0.002369993,5
62,0.01802579,-0.016282376,-0.015410243999999998,-0.02058253,-0.013603077,0.011251944,-0.028332068,-0.000211173,0.036359087000000005,0.001781998,0.033659793,-0.0037736429999999997,5
63,-0.018848088,-0.025923625,0.024183039,-0.012372676,0.02865465,0.014132865,0.02008023,-0.001754596,0.010797833,0.021898452000000002,0.064815365,0.046169302999999995,4
64,0.021274634,0.026986219,0.033413912999999996,-0.04598935,0.053805985,-0.007545741999999999,-0.01433994,0.016965564,-0.040641572,0.019823553,-0.03031708,0.004997335,1
65,0.019289952,-0.015056732,0.036747972999999996,-0.009765201,0.029272666,0.003908202,0.036210213,-0.017248388,-0.026196728,0.021558154,0.016740419,0.016356718,1
66,-0.011589044,0.009698517,-0.013901805,0.014321688999999999,0.051666647,0.040775515,-0.028890918999999998,0.034203596,0.057897045999999994,-0.02955536,0.008346731,-0.03696052,6
67,0.029154432999999997,-0.020746946000000002,0.0537785,0.02459377,0.04904175,0.022570945,0.007924039,-0.009114193,-0.025195513,-0.030570472,-0.019752327,-0.003168717,1
68,0.038144782,0.003277108,-0.033364423,-0.016712867,-0.036381137,-0.04760777,0.014558014,-0.0008452819999999999,-0.017714713,0.0401736,0.039573006,0.013122100000000001,3
69,-0.018930005,0.016632875,-0.066320285,-0.001405002,-0.011755188,-0.022036572999999997,0.008433128,0.002455706,0.026895752000000002,0.03379062,-0.00371427,0.024290996000000002,5
70,0.00690389,-0.02381653,0.026452325,0.013769788,0.05333899,0.043476995,-0.018714657,0.037083447,0.020206882,-0.046757599999999996,0.0027770140000000004,-0.07581717,2
71,0.027398534,-0.0021530720000000002,-0.024467992,-0.001984038,-0.05164344,-0.041466895,0.011680166,0.00609901,-0.05864837,0.019637495,0.005999917,0.03570917,3
72,0.016170746,-0.005332898000000001,-0.054670582999999995,-0.007837378,-0.04180205,-0.04559358,-0.007948628000000001,-0.010660435,-0.041546457,0.035892174,0.009303087,-0.007508615,3
73,0.009100458,-0.04528227,0.02495028,-0.020512866,0.05476161,0.0020237320000000003,0.036085542000000005,0.017601646000000002,0.023676977000000002,-0.01536474,0.021579044,-0.029224904,1
74,-0.014715998000000001,-0.006233158000000001,-0.033596813999999996,0.0018810679999999998,-0.045521222,-0.03589329,-0.019045543,0.00395293,-0.04495357,0.014263658,-0.002805106,0.051503732999999996,3
75,-0.036575366,-0.011292486000000001,-0.021094587,0.036149513,-0.06250138,-0.06043584,-0.004943572,-0.010218489,-0.035668314,0.013353437,-0.006726989,0.03606775,3
76,-0.003356325,0.009037608,0.021078113,-0.030806913999999998,0.04773462,0.044172357999999995,0.02589858,-0.032909285,-0.04838624,0.000691723,-0.000176164,-0.004798962,1
77,-0.01763589,0.0033479,0.039015226,-0.052196525,0.06854334,0.032326072000000004,-0.046280127000000004,-0.022166695,0.043878075,-0.009179147,0.03241994,0.006315161,1
78,-0.001781965,0.03841602,-0.06863178,-0.022982107,0.008951548,0.025602067000000003,0.023221804,0.03621668,0.019406179,0.02001276,0.01237219,0.006678847,5
79,-0.01956995,-0.010134844,-0.052257072,-0.0073718690000000005,-0.058947302,-0.08442429,0.002500773,0.005279779,-0.03469611,-0.001119742,-0.009672291,0.007888896999999999,3
80,0.016805388,-0.005273705,0.024584558,0.003039282,0.07533845,0.03813145,0.03333856,0.001151937,0.01019356,-0.05209442,-0.036297325,-0.019313337,2
81,-0.00608987,0.0664021,0.002603438,0.024320112999999997,-0.030870377999999997,0.011002814,-0.010047691,-0.002281075,-0.028522845,0.017795508999999998,-0.007723130999999999,-0.0034835609999999996,4
82,0.02392721,-0.009763803,-0.031533036,-0.008088806,-0.04181871,-0.056196697000000004,-0.009145612,-0.020347023,-0.04866275,0.024558023999999998,-0.013769928999999998,0.013423791000000001,3
83,0.0034667659999999996,-0.034676797999999995,0.009639316,-0.018572235,0.05060936,-0.002359695,0.031003468,-0.023175498,-0.021193936,-0.03796226,-0.031644166,-0.029805847000000003,1
84,0.00010028600000000001,-0.011907561,0.03129255,-0.020537522,-0.008879847,-0.03188711,-0.013621659,-0.0016169210000000001,-0.008350704,0.03411056,0.001178284,-0.005182669,4
85,-0.010911495,0.008513046,-0.025674947000000004,0.013905849,-0.035350900000000005,0.007561411,-0.032408737,0.03337617,0.023079446,0.018568747,-0.028392672999999997,-0.008042478,5
86,0.011008018999999999,0.019279482,-0.02065484,0.008979549,-0.039773397,-0.043000564000000005,-0.001230346,-0.001008894,-0.039512273,0.026272744,0.005995729,0.04342849,3
87,-0.005193845,-0.011191796,-0.01584496,5.3299999999999995e-05,-0.013550483,-0.000753069,-0.007548621,0.010067085,-0.032427922000000005,0.04622455,-0.0013322020000000002,0.044908863,3
88,0.019024445,0.017885013999999998,0.025816238,-0.0215929,0.07670639,0.03832248,0.04680817,0.026963629,-0.018119514,0.017665524,-0.029124723999999998,-0.03188994,1
89,-0.000567943,-0.013812691,-0.04005225,0.014333838,-0.05795766,-0.042147294,-0.004295093,0.015696658,-0.041417193,0.029619701000000002,-0.007410165,0.030287711000000002,3
90,0.018869774,-0.017307144,0.01138386,-0.001834979,0.054869335,0.06508062,0.031772892999999996,-0.005893394000000001,0.013087676000000001,-0.06374023,-0.016822735,-0.024653845,2
91,0.007651963,-0.0032551859999999998,0.00033759400000000003,0.0032429259999999997,0.0753863,0.050868515,-0.005791434,0.025705406,0.024359493,-0.060325433,0.003981692,-0.061179396,2
92,-0.004254453,0.021445357999999998,-0.032733477999999996,0.017187042,-0.04084242,-0.03310588,-0.037053976,0.01916927,-0.03496236,0.010843492,0.01054494,0.02989068,3
93,0.016914846,0.008215056,0.025731387,-0.033623513,0.045849167,0.017336218,0.041667853,-0.0602456,-0.011485033,-0.038325003999999996,0.030370634,0.006685406,1
94,0.006312823,0.010097372,0.04177935,-0.022666402000000002,0.017030835,-0.008063081,0.019876229,0.022230352999999998,-0.017242845,0.0030143690000000002,0.033184156,0.013784653000000001,4
95,0.0020577160000000002,-0.015038403999999998,-0.0063872519999999995,0.01824784,0.03229203,0.032984324,0.012257742,0.008594028,0.024428152999999998,-0.0602515,-0.020884775,-0.06753311,2
96,-0.00664449,-0.000502236,0.007303584,0.038040093999999997,-0.008433322,0.047201212,-0.07177818,0.03587998,0.04618068400000001,-0.014434695,0.016255544,-0.02404767,6
97,0.028603822,0.009400466,-0.002644483,0.015904098999999998,-0.035630226,-0.059724517000000005,0.002298851,0.002800709,-0.03624754,0.016693786000000002,0.044805653,0.021323385,3
98,-0.000111229,-0.03557582,0.060629398,-0.008232419,0.034494866,0.061176207,-0.0031728209999999997,-0.008586539,-0.021416884,-0.008055678,0.022299988,-0.030505706,1
99,0.010028022,-0.005748035,-0.016379856,0.014011893000000001,-0.0495766,-0.030579636,-0.036589663,0.030638013,-0.046874005,0.009257075,0.017310305,0.017430877,3
100,0.009915855,0.009647951,-0.031394992000000004,0.012347543,-0.035866898,-0.04148353,-0.01994556,0.018732253,-0.049930199999999994,0.022848139,0.018709987,0.026301702000000003,3
101,0.013899838999999999,-0.012541812,-0.030025091,-0.03401607,0.049605682000000005,0.01213153,0.020456824,0.018938176,0.03040516,-0.039508976,-0.0037315020000000003,-0.055925145999999995,6
102,-0.02322225,-0.015703313,-0.025706055,0.001622745,-0.000582202,-0.014699526000000001,-0.067512356,0.03503282,0.0072001619999999995,0.005332123,0.014887491999999999,-0.022972278,5
103,-0.006531343,0.006519687,-0.008532995,0.021129109,-0.023759328,-0.037212774,-0.043867595,0.0108611,-0.04243157400000001,0.028235245,0.018410737,0.016391482,3
104,-0.012878354,-0.004267794,-0.03231591,0.00032835599999999997,-0.027864287,0.011006605,-0.048888325999999996,0.003976075999999999,-0.016318433,0.026996834,-0.038356964,0.016113708,5
105,0.030406537,0.02158506,0.022555243,-0.009667839000000001,-0.005425091999999999,0.0050892540000000005,0.019312276,0.013275326,-0.027423648,-0.006431479,0.025032397,0.041778844,4
106,-0.011116579,-0.0057517919999999995,-0.019543795,0.013570812,-0.0339029,-0.018311463,-0.026876692,0.006621357,0.05571498,-0.012854421000000001,0.008730841999999999,0.006329517,5
107,-0.014010306,0.016184604,0.049215405999999996,-0.044328853,0.037748948,0.10761536,-0.025962142,-0.02419807,0.002790528,-0.019495914,-0.01725142,-0.014272037,2
108,-0.014139222,0.020331133,-0.004471261,-0.004645381,-0.033237193,-0.033239002999999996,-0.019761585,0.028238164,-0.038174797,-0.012223875,0.030108162999999997,0.043773685,3
109,0.009617633,0.012358708000000001,-0.046074647,0.026820592999999997,-0.05040709,-0.037307423,-0.02741423,0.009759627,-0.044489358,0.019853821,0.004042782,0.022831177,3
110,0.017189184,0.004033241,0.00456955,-0.004584464,0.0831883,0.04210178,0.003103183,0.013808448000000001,0.04873531,-0.06387784,-0.027242022999999997,-0.014456472,2
111,0.015502162,0.001124682,-0.018938815,0.019401753,-0.044641078,-0.043828093,0.0013661970000000002,0.002702666,-0.06003972,0.025375849,-0.0040421879999999995,0.030963665,3
112,0.009106769,0.006554481,0.008664426999999999,-0.03390316,0.07804311,0.042144597,0.040172912000000005,0.030781241,0.008762118000000001,-0.03780135,-0.028405173,-0.04198908,2
113,-0.002408356,0.030625352999999998,0.015068001000000001,0.004608796,0.058340095,0.013733259,-0.006265858000000001,0.011370626000000002,0.07249218,0.016351854,0.01880278,0.030749075,6
114,-0.004572442,-0.012833276000000001,0.030302979,0.009460948,0.03591185,0.001064056,0.018841207,-0.009895407,-0.03818975,0.011828459,0.020236353999999998,0.04134792,4
115,-0.044882282999999995,0.015500709,-0.024933636000000002,-0.007228155,-0.0375694,-0.032057356,0.006351046999999999,-0.016103383,-0.04565813,0.0066537869999999995,-0.010316933,0.02353002,3
116,0.012975282,0.002320398,-0.028000725,0.032666612000000005,-0.046532172999999996,-0.044282995,0.010536463000000001,0.017425453,-0.021144213,0.036394417000000005,0.030070999999999997,0.032620016,3
117,-0.012816859,0.0056743259999999995,-0.003806038,0.008895448,-0.017089093,0.001160374,-0.016245857,0.012587515,-0.06553879,0.01055011,0.019385853999999998,0.044240624000000006,4
118,0.001685332,0.001208614,-0.007861644000000001,0.016460271999999998,-0.03980641,-0.0379875,-0.025967018999999997,0.019935604,-0.027424375,0.01960441,0.007389454,0.03944173,3
119,0.01842152,-0.009648081,0.001425166,-0.020245003,-0.017870498999999998,-0.0290779,0.0647285,-0.019146675,-0.058344665999999996,0.016488414,0.009689755999999999,-0.0022995760000000002,0
120,0.020552495,-0.021721162000000002,-0.0416446,-0.018471604,-0.013363634,-0.03232136,-0.035591006,0.001997771,0.0028197929999999997,0.01594562,0.025287196,0.017730525,5
121,0.023515152,-0.004885238,0.025068989,0.007371391,0.032999099999999996,-0.00236703,0.033268224,0.01523067,-0.036727495,0.029291034,-0.029277839,0.022672312000000003,4
122,0.007345452,0.041617844,-0.01052629,0.025259697999999997,-0.004658708,-0.009465753,-0.01911186,0.030763192,-0.03651479,0.029340392000000003,-0.01117947,0.030284261,4
123,-0.006873712,-0.044137302999999996,-0.010069761,0.022782832000000003,-0.050777964,-0.053267105999999995,-0.041635572999999995,-0.006385121999999999,-0.003109175,-0.004299604,0.005617741,-0.020499926,5
124,0.010692151,-0.009690254,-0.034029957,0.016522257,-0.0617068,-0.046613815999999995,0.006210988000000001,-0.011774928999999998,-0.061130993,0.02263492,-0.003673198,0.027827742000000003,3
125,0.021903805,-0.013739855,0.039949935,-0.020478815,0.07839159,0.008573841,0.03042323,0.012324385,-0.013072766999999999,-0.019409927,-0.003611972,-0.004612253,1
126,-0.012101569,0.05216991,0.030441557999999997,0.010215258,0.025250286,-0.014385908999999999,0.010690426999999999,0.032644365,-0.006306361,0.020242104,-0.047695637,0.007821311999999999,4
127,0.010646041,-0.023847431000000002,0.002166374,0.008500921,0.015246299,0.025813265,-0.014114365,-0.000288613,0.026868483,-0.071265675,-0.017261408,-0.055241883,6
128,-0.008594441999999999,0.000812848,-0.05289928,0.008692704,-0.030266382,-0.05897989,-0.04251248,0.03432492,-0.02159024,-0.001762481,0.00330733,0.01200445,3
129,0.005392959,0.001905372,-0.035573147,0.003710449,-0.030974321000000003,-0.053648934,0.001754891,-0.010257593,-0.055540234,0.034175023,-0.024272402999999998,0.023053667000000003,3
130,-0.028151423,-0.022891968,-0.029805677000000003,0.000202783,-0.061003957000000004,-0.037058517,0.016749939,-0.061871707000000005,-0.024775464,0.020439835,0.022155356,0.02237891,0
131,-0.003124312,0.018830098,0.004317682,0.013684718,0.053687435,0.009433057,-0.015155138,0.015052141000000002,0.07481827,-0.0418025,-0.021718587999999997,-0.021084638,6
132,0.017293824,-0.017803408,0.018974381999999998,0.010888278999999999,-0.046097152,-0.037567705,-0.042972222000000004,0.019906841,-0.014957875,0.002680736,-0.008659553,0.024237396,3
133,-0.036699813,0.03666958,-0.007753614,0.018573311999999998,-0.017254235,-0.022771162999999997,-0.022140546,-0.028113676,-0.001985294,0.024697332000000002,0.010789741,0.049539044000000004,3
134,0.003591645,0.032597363,0.037519723,-0.019180813999999997,0.08236697,0.07364584,0.01013937,0.024993427000000002,0.010673162,-0.037986177999999995,-0.015603118999999999,0.001445318,2
135,-0.013105755,-0.015718507,-0.02460982,0.010895863,0.010679936999999999,-0.003000617,0.007143275,-0.061519752999999996,0.009117756,0.014547643,-0.03535344,-0.013458336000000001,0
136,0.015783992,-0.002663175,-0.015913967,0.014832681,-0.019216752,0.031517215,-0.016705526000000002,-0.0050576829999999994,-0.017136678,0.057100675999999996,-0.009409858,0.036557745,4
137,0.004079687,0.009960778,0.007943981999999999,0.01264629,0.08970627,0.047345492999999995,-0.010107798000000001,0.008107199,0.049659394,-0.046536355999999994,-0.019606302,-0.03877224,2
138,-0.022599796000000002,-0.003617202,-0.037752084,-0.006807161999999999,-0.07735285,0.001815515,-0.005399866999999999,-0.005099444,-0.008839172,-0.000383771,-0.009601986,0.008449932,5
139,0.007879528,0.007754683,0.015866326,0.008405115,0.10268892,0.044448342,0.013186187,-0.013020308000000001,0.023026913,-0.036335755,-0.03814514,-0.023051638,2
140,0.001003852,-0.03739148,-0.009348971,-0.041437015,-0.004229480999999999,-0.04452879,0.06635011,-0.007225223,-0.015731767,0.057217736,-0.045985032,0.00532216,0
141,-0.00212368,0.003563389,-0.015455113000000001,0.01774736,-0.047642372999999995,-0.03278624,-0.001284754,-0.01678119,-0.03967615,0.026746467000000003,0.023741612000000002,0.044438474000000006,3
142,-0.009070449,0.044904365999999994,-0.027381144,0.028411522999999998,-0.026735682,-0.001110532,-0.020620903,0.014954812,-0.04846118,0.016140604,0.006067688000000001,0.026774775,3
143,-0.016229986999999998,-0.008434541,0.05838635,0.018641489,0.045271017000000004,0.052287642,0.004904901,-0.013226037,-0.021286266,-0.025345553,0.023967445,-0.008306069000000001,1
144,-0.007450075,-0.006181801999999999,0.015385774,-0.011055061000000001,0.06069699,0.06136601,0.026288427000000003,-0.03239492,-0.003683358,-0.04571279,0.00265382,-0.031041615,2
145,0.026775355,0.059638705,0.045819364,-0.05866863,0.08726648,0.05037853,0.007892504,0.001228652,0.019817734,-0.004328563,-0.014453196000000001,-0.035912192999999995,2
146,0.032356165,-0.02067875,0.04161845,0.022655789,0.04823306,-0.014248077,0.034184385,-0.023415487000000002,-0.010149868000000001,0.018655572,-0.024023116,-0.0076643580000000005,1
147,0.024627207,-0.01434791,-0.013773417,-0.07156147,0.053947534000000005,-0.003491507,0.031770755,-0.06792334,-0.011958281999999999,0.015969406999999998,-0.013774961,0.001596386,1
148,0.011593725,0.033926014,-0.012822354,0.023859525,-0.034990173,-0.023693401,-0.022432685,0.013816796999999999,-0.06437737,0.019848987,-0.015701804,0.007716949,3
149,-0.016459309,0.009151556,0.031561315,-0.011898623999999998,0.053044565,0.057712965,-0.049537915999999994,0.024047844,0.004711112,0.019869,-0.004644375,0.009046137,1
150,0.017751087,0.0026069,-0.04185478,-0.005356628,-0.057870615,-0.02520966,-0.037392516,0.005165694,-0.023610113,0.002091243,-0.003045729,0.002784074,3
151,-0.01749412,0.021811001,-0.03167375,0.023174629,-0.06972494,-0.027228901,-0.033643436,-0.004812516,-0.027792739,-0.010823946000000001,-0.016135879,0.018881898,3
